company_id,company_name,sector,city,state,lat,lng,verified,rating,total_transactions,material_type,material_label,quantity_kg,price_per_kg,emission_factor,sector_material,description
C029,Apex Limited,Food Processing,Surat,Gujarat,21.050769924739342,72.85986232788143,False,3.9,55,pp_granules,PP Granules,1411,70.2,1.96,plastics,"PP Granules surplus from furniture manufacturer operations, approximately 1411kg available, grade A, located in Surat, Gujarat"
C030,Tata Corp,Furniture Manufacturer,Jamshedpur,Jharkhand,22.884364513459477,86.10401295324588,True,4.6,86,mixed_plastic,Mixed Plastic Scrap,1096,17.9,1.5,plastics,"Mixed Plastic Scrap surplus from cement plant operations, approximately 1096kg available, grade B, located in Jamshedpur, Jharkhand"
C030,Tata Corp,Furniture Manufacturer,Jamshedpur,Jharkhand,22.884364513459477,86.10401295324588,True,4.6,86,fly_ash,Fly Ash,1557,2.7,0.48,industrial,"Fly Ash surplus from packaging manufacturer operations, approximately 1557kg available, grade B, located in Jamshedpur, Jharkhand"
C031,Kalyan Manufacturing,Electronics Assembly,Surat,Gujarat,21.11886460659863,72.90895922844264,False,4.5,63,copper_wire,Copper Wire Scrap,144,387.9,3.8,metals,"Copper Wire Scrap surplus from electronics assembly operations, approximately 144kg available, grade B, located in Surat, Gujarat"
C032,Modern Works,Textile Mill,Chennai,Tamil Nadu,12.88823200902392,80.54547962536773,True,3.6,31,wood_chips,Wood Chips,61,6.7,0.72,organic,"Wood Chips surplus from paint manufacturer operations, approximately 61kg available, grade A, located in Chennai, Tamil Nadu"
C033,Kalyan Solutions,Cement Plant,Indore,MP,22.954455555486263,75.92529139365705,True,4.3,106,copper_wire,Copper Wire Scrap,1417,423.9,3.8,metals,"Copper Wire Scrap surplus from plastic moulding operations, approximately 1417kg available, grade A, located in Indore, MP"
C034,Supreme Pvt Ltd,Furniture Manufacturer,Indore,MP,22.56314751828878,75.82162355595894,True,3.9,42,sawdust,Sawdust,971,3.7,0.65,organic,"Sawdust surplus from textile mill operations, approximately 971kg available, grade B, located in Indore, MP"
C034,Supreme Pvt Ltd,Furniture Manufacturer,Indore,MP,22.56314751828878,75.82162355595894,True,3.9,42,used_lubricant,Used Lubricant Oil,1770,26.0,2.85,chemical,"Used Lubricant Oil surplus from cement plant operations, approximately 1770kg available, grade A, located in Indore, MP"
C035,Global Manufacturing,Paper Mill,Rajkot,Gujarat,22.248459621799952,70.82776668430235,True,3.8,53,copper_wire,Copper Wire Scrap,834,444.4,3.8,metals,"Copper Wire Scrap surplus from foundry operations, approximately 834kg available, grade A, located in Rajkot, Gujarat"
C036,JSW Corp,Foundry,Chennai,Tamil Nadu,13.223480436453816,80.45062090256476,True,4.2,34,mixed_plastic,Mixed Plastic Scrap,661,19.4,1.5,plastics,"Mixed Plastic Scrap surplus from paint manufacturer operations, approximately 661kg available, grade A, located in Chennai, Tamil Nadu"
C037,Kalyan Corp,Automobile Parts,Chennai,Tamil Nadu,13.326857317552061,80.32583566537676,True,3.6,54,pp_granules,PP Granules,1440,67.5,1.96,plastics,"PP Granules surplus from foundry operations, approximately 1440kg available, grade A, located in Chennai, Tamil Nadu"
C037,Kalyan Corp,Automobile Parts,Chennai,Tamil Nadu,13.326857317552061,80.32583566537676,True,3.6,54,pet_flakes,PET Flakes,388,49.6,2.15,plastics,"PET Flakes surplus from construction materials operations, approximately 388kg available, grade A, located in Chennai, Tamil Nadu"
C038,Anand Works,Chemical Plant,Nagpur,Maharashtra,21.346746548947273,79.07038410172783,True,3.6,44,steel_scrap,Steel Scrap,720,34.7,1.85,metals,"Steel Scrap surplus from steel mill operations, approximately 720kg available, grade B, located in Nagpur, Maharashtra"
C038,Anand Works,Chemical Plant,Nagpur,Maharashtra,21.346746548947273,79.07038410172783,True,3.6,44,hdpe_pellets,HDPE Plastic Pellets,741,62.5,1.73,plastics,"HDPE Plastic Pellets surplus from paper mill operations, approximately 741kg available, grade A, located in Nagpur, Maharashtra"
C039,Sunrise Limited,Construction Materials,Ahmedabad,Gujarat,22.865626965133345,72.55553663656768,False,4.9,59,pcb_scrap,PCB / E-Waste Scrap,1994,166.4,5.4,electronic,"PCB / E-Waste Scrap surplus from paint manufacturer operations, approximately 1994kg available, grade B, located in Ahmedabad, Gujarat"
C040,United Industries,Chemical Plant,Ludhiana,Punjab,30.94647803704745,76.10211569062847,True,4.9,25,copper_wire,Copper Wire Scrap,1521,371.4,3.8,metals,"Copper Wire Scrap surplus from paint manufacturer operations, approximately 1521kg available, grade B, located in Ludhiana, Punjab"
C040,United Industries,Chemical Plant,Ludhiana,Punjab,30.94647803704745,76.10211569062847,True,4.9,25,kraft_paper,Kraft Paper Waste,385,9.1,0.86,paper,"Kraft Paper Waste surplus from packaging manufacturer operations, approximately 385kg available, grade A, located in Ludhiana, Punjab"
C041,Modern Limited,Cement Plant,Pune,Maharashtra,18.24504147812368,73.87634714718631,True,3.6,82,sawdust,Sawdust,667,4.4,0.65,organic,"Sawdust surplus from food processing operations, approximately 667kg available, grade A, located in Pune, Maharashtra"
C042,Aditya Recyclers,Paper Mill,Rajkot,Gujarat,22.109582176651635,70.81524804816308,True,4.4,117,used_lubricant,Used Lubricant Oil,937,28.5,2.85,chemical,"Used Lubricant Oil surplus from furniture manufacturer operations, approximately 937kg available, grade A, located in Rajkot, Gujarat"
C043,Aditya Processing,Cement Plant,Hyderabad,Telangana,17.36382507996194,78.55289902253831,True,3.5,108,pp_granules,PP Granules,599,58.7,1.96,plastics,"PP Granules surplus from textile mill operations, approximately 599kg available, grade B, located in Hyderabad, Telangana"
C043,Aditya Processing,Cement Plant,Hyderabad,Telangana,17.36382507996194,78.55289902253831,True,3.5,108,used_lubricant,Used Lubricant Oil,1751,28.3,2.85,chemical,"Used Lubricant Oil surplus from chemical plant operations, approximately 1751kg available, grade A, located in Hyderabad, Telangana"
C044,Anand Corp,Automobile Parts,Rajkot,Gujarat,22.31387635102896,70.61683385411627,True,4.1,71,iron_powder,Iron Powder,579,20.9,1.6,metals,"Iron Powder surplus from food processing operations, approximately 579kg available, grade B, located in Rajkot, Gujarat"
C045,Tata Processing,Paper Mill,Jamshedpur,Jharkhand,22.919672293177122,86.08662361807805,True,4.2,67,wood_chips,Wood Chips,967,6.5,0.72,organic,"Wood Chips surplus from packaging manufacturer operations, approximately 967kg available, grade A, located in Jamshedpur, Jharkhand"
C046,Allied Recyclers,Textile Mill,Rajkot,Gujarat,22.133730783927163,70.79271915232762,True,5.0,67,pet_flakes,PET Flakes,677,41.6,2.15,plastics,"PET Flakes surplus from packaging manufacturer operations, approximately 677kg available, grade B, located in Rajkot, Gujarat"
C046,Allied Recyclers,Textile Mill,Rajkot,Gujarat,22.133730783927163,70.79271915232762,True,5.0,67,sawdust,Sawdust,1527,3.6,0.65,organic,"Sawdust surplus from packaging manufacturer operations, approximately 1527kg available, grade B, located in Rajkot, Gujarat"
C047,Anand Industries,Automobile Parts,Bangalore,Karnataka,13.003615380079166,77.71305043574611,False,4.8,62,used_lubricant,Used Lubricant Oil,515,24.0,2.85,chemical,"Used Lubricant Oil surplus from chemical plant operations, approximately 515kg available, grade B, located in Bangalore, Karnataka"
C047,Anand Industries,Automobile Parts,Bangalore,Karnataka,13.003615380079166,77.71305043574611,False,4.8,62,iron_powder,Iron Powder,78,23.4,1.6,metals,"Iron Powder surplus from construction materials operations, approximately 78kg available, grade A, located in Bangalore, Karnataka"
C048,Anand Pvt Ltd,Packaging Manufacturer,Pune,Maharashtra,18.713669387179657,73.79712446535116,False,4.4,6,mixed_plastic,Mixed Plastic Scrap,747,16.3,1.5,plastics,"Mixed Plastic Scrap surplus from automobile parts operations, approximately 747kg available, grade B, located in Pune, Maharashtra"
C049,Kalyan Limited,Textile Mill,Nagpur,Maharashtra,21.31121612381893,79.01642681568794,True,3.9,75,aluminum_scrap,Aluminium Scrap,1192,102.5,9.2,metals,"Aluminium Scrap surplus from food processing operations, approximately 1192kg available, grade A, located in Nagpur, Maharashtra"
C050,Apex Processing,Construction Materials,Chennai,Tamil Nadu,13.113895347346656,80.06461956926589,True,4.5,60,kraft_paper,Kraft Paper Waste,1990,8.6,0.86,paper,"Kraft Paper Waste surplus from furniture manufacturer operations, approximately 1990kg available, grade A, located in Chennai, Tamil Nadu"
C050,Apex Processing,Construction Materials,Chennai,Tamil Nadu,13.113895347346656,80.06461956926589,True,4.5,60,sawdust,Sawdust,482,3.7,0.65,organic,"Sawdust surplus from packaging manufacturer operations, approximately 482kg available, grade B, located in Chennai, Tamil Nadu"
C051,National Associates,Textile Mill,Surat,Gujarat,21.42454662668953,73.00379681598804,True,4.5,119,hdpe_pellets,HDPE Plastic Pellets,629,61.5,1.73,plastics,"HDPE Plastic Pellets surplus from electronics assembly operations, approximately 629kg available, grade A, located in Surat, Gujarat"
C052,Tata Limited,Foundry,Ahmedabad,Gujarat,23.217044180792005,72.82411551738058,True,4.2,38,cardboard,Cardboard / OCC,355,13.5,0.94,paper,"Cardboard / OCC surplus from paint manufacturer operations, approximately 355kg available, grade A, located in Ahmedabad, Gujarat"
C052,Tata Limited,Foundry,Ahmedabad,Gujarat,23.217044180792005,72.82411551738058,True,4.2,38,iron_powder,Iron Powder,341,19.2,1.6,metals,"Iron Powder surplus from construction materials operations, approximately 341kg available, grade B, located in Ahmedabad, Gujarat"
C053,Sunrise Manufacturing,Textile Mill,Ludhiana,Punjab,31.1781466613157,76.0588751683437,True,4.9,97,cardboard,Cardboard / OCC,214,12.4,0.94,paper,"Cardboard / OCC surplus from paper mill operations, approximately 214kg available, grade A, located in Ludhiana, Punjab"
C053,Sunrise Manufacturing,Textile Mill,Ludhiana,Punjab,31.1781466613157,76.0588751683437,True,4.9,97,fly_ash,Fly Ash,1554,2.8,0.48,industrial,"Fly Ash surplus from chemical plant operations, approximately 1554kg available, grade B, located in Ludhiana, Punjab"
C054,JSW Associates,Paint Manufacturer,Delhi,Delhi,28.69913548131461,76.8572454437763,True,4.0,85,pcb_scrap,PCB / E-Waste Scrap,1013,181.0,5.4,electronic,"PCB / E-Waste Scrap surplus from electronics assembly operations, approximately 1013kg available, grade A, located in Delhi, Delhi"
C054,JSW Associates,Paint Manufacturer,Delhi,Delhi,28.69913548131461,76.8572454437763,True,4.0,85,fly_ash,Fly Ash,1926,2.8,0.48,industrial,"Fly Ash surplus from food processing operations, approximately 1926kg available, grade B, located in Delhi, Delhi"
C055,Allied Industries,Electronics Assembly,Pune,Maharashtra,18.27323587566547,73.70813931056533,False,4.7,110,pp_granules,PP Granules,640,65.0,1.96,plastics,"PP Granules surplus from paper mill operations, approximately 640kg available, grade A, located in Pune, Maharashtra"
C056,Pioneer Associates,Electronics Assembly,Hyderabad,Telangana,17.54099432163661,78.30883494301017,True,4.9,56,pp_granules,PP Granules,1111,59.4,1.96,plastics,"PP Granules surplus from cement plant operations, approximately 1111kg available, grade B, located in Hyderabad, Telangana"
C057,JSW Manufacturing,Textile Mill,Indore,MP,23.01495428363713,76.1054579270905,True,3.7,106,steel_scrap,Steel Scrap,1686,35.0,1.85,metals,"Steel Scrap surplus from construction materials operations, approximately 1686kg available, grade B, located in Indore, MP"
C057,JSW Manufacturing,Textile Mill,Indore,MP,23.01495428363713,76.1054579270905,True,3.7,106,wood_chips,Wood Chips,686,6.1,0.72,organic,"Wood Chips surplus from plastic moulding operations, approximately 686kg available, grade A, located in Indore, MP"
C058,Jindal Processing,Food Processing,Nagpur,Maharashtra,21.150744534955738,79.31579575308788,True,3.9,101,cardboard,Cardboard / OCC,1759,11.9,0.94,paper,"Cardboard / OCC surplus from electronics assembly operations, approximately 1759kg available, grade B, located in Nagpur, Maharashtra"
C058,Jindal Processing,Food Processing,Nagpur,Maharashtra,21.150744534955738,79.31579575308788,True,3.9,101,sawdust,Sawdust,549,3.9,0.65,organic,"Sawdust surplus from construction materials operations, approximately 549kg available, grade B, located in Nagpur, Maharashtra"
C059,Pioneer Recyclers,Electronics Assembly,Kolkata,West Bengal,22.595748346622326,88.2709743650158,True,4.3,58,fly_ash,Fly Ash,1730,2.6,0.48,industrial,"Fly Ash surplus from foundry operations, approximately 1730kg available, grade B, located in Kolkata, West Bengal"
C059,Pioneer Recyclers,Electronics Assembly,Kolkata,West Bengal,22.595748346622326,88.2709743650158,True,4.3,58,pcb_scrap,PCB / E-Waste Scrap,661,198.2,5.4,electronic,"PCB / E-Waste Scrap surplus from food processing operations, approximately 661kg available, grade A, located in Kolkata, West Bengal"
C060,Pioneer Works,Paper Mill,Indore,MP,23.012648401163617,76.03313619641995,True,3.7,4,sawdust,Sawdust,834,3.7,0.65,organic,"Sawdust surplus from cement plant operations, approximately 834kg available, grade B, located in Indore, MP"
C060,Pioneer Works,Paper Mill,Indore,MP,23.012648401163617,76.03313619641995,True,3.7,4,iron_powder,Iron Powder,891,19.0,1.6,metals,"Iron Powder surplus from foundry operations, approximately 891kg available, grade B, located in Indore, MP"
C061,Premier Manufacturing,Electronics Assembly,Nagpur,Maharashtra,21.314715174763815,78.94721366772605,True,4.1,10,used_lubricant,Used Lubricant Oil,254,25.2,2.85,chemical,"Used Lubricant Oil surplus from electronics assembly operations, approximately 254kg available, grade A, located in Nagpur, Maharashtra"
C061,Premier Manufacturing,Electronics Assembly,Nagpur,Maharashtra,21.314715174763815,78.94721366772605,True,4.1,10,fly_ash,Fly Ash,81,3.2,0.48,industrial,"Fly Ash surplus from paper mill operations, approximately 81kg available, grade A, located in Nagpur, Maharashtra"
C062,Tata Processing,Foundry,Kolkata,West Bengal,22.32682759846138,88.65090263693233,True,4.6,12,pet_flakes,PET Flakes,1836,45.6,2.15,plastics,"PET Flakes surplus from food processing operations, approximately 1836kg available, grade A, located in Kolkata, West Bengal"
C062,Tata Processing,Foundry,Kolkata,West Bengal,22.32682759846138,88.65090263693233,True,4.6,12,wood_chips,Wood Chips,190,5.5,0.72,organic,"Wood Chips surplus from furniture manufacturer operations, approximately 190kg available, grade B, located in Kolkata, West Bengal"
C063,Mahindra Solutions,Paper Mill,Coimbatore,Tamil Nadu,10.804141877419639,76.97449979088925,True,4.7,21,fly_ash,Fly Ash,714,3.3,0.48,industrial,"Fly Ash surplus from chemical plant operations, approximately 714kg available, grade A, located in Coimbatore, Tamil Nadu"
C064,Shree Pvt Ltd,Furniture Manufacturer,Nagpur,Maharashtra,20.998186403648127,78.9413960248955,False,4.7,115,kraft_paper,Kraft Paper Waste,1069,9.0,0.86,paper,"Kraft Paper Waste surplus from construction materials operations, approximately 1069kg available, grade A, located in Nagpur, Maharashtra"
C065,Anand Pvt Ltd,Paint Manufacturer,Surat,Gujarat,21.05147300232299,73.13072413930011,True,3.7,48,mixed_plastic,Mixed Plastic Scrap,1253,16.9,1.5,plastics,"Mixed Plastic Scrap surplus from paper mill operations, approximately 1253kg available, grade B, located in Surat, Gujarat"
C066,Bharat Limited,Foundry,Bangalore,Karnataka,12.969636371914323,77.83709317453624,True,4.7,77,sawdust,Sawdust,860,3.7,0.65,organic,"Sawdust surplus from food processing operations, approximately 860kg available, grade B, located in Bangalore, Karnataka"
C066,Bharat Limited,Foundry,Bangalore,Karnataka,12.969636371914323,77.83709317453624,True,4.7,77,hdpe_pellets,HDPE Plastic Pellets,1821,61.2,1.73,plastics,"HDPE Plastic Pellets surplus from foundry operations, approximately 1821kg available, grade A, located in Bangalore, Karnataka"
C067,Premier Associates,Packaging Manufacturer,Jamshedpur,Jharkhand,23.046642222443783,86.2907043653343,True,4.2,74,wood_chips,Wood Chips,563,6.3,0.72,organic,"Wood Chips surplus from foundry operations, approximately 563kg available, grade A, located in Jamshedpur, Jharkhand"
C067,Premier Associates,Packaging Manufacturer,Jamshedpur,Jharkhand,23.046642222443783,86.2907043653343,True,4.2,74,iron_powder,Iron Powder,1621,23.1,1.6,metals,"Iron Powder surplus from paint manufacturer operations, approximately 1621kg available, grade A, located in Jamshedpur, Jharkhand"
C068,Global Recyclers,Cement Plant,Rajkot,Gujarat,22.32754465539065,71.0850937487268,True,4.9,106,fly_ash,Fly Ash,719,3.2,0.48,industrial,"Fly Ash surplus from construction materials operations, approximately 719kg available, grade A, located in Rajkot, Gujarat"
C069,Jindal Corp,Steel Mill,Nagpur,Maharashtra,20.899981725341153,79.02494473619723,True,3.7,47,pcb_scrap,PCB / E-Waste Scrap,1697,159.2,5.4,electronic,"PCB / E-Waste Scrap surplus from packaging manufacturer operations, approximately 1697kg available, grade B, located in Nagpur, Maharashtra"
C069,Jindal Corp,Steel Mill,Nagpur,Maharashtra,20.899981725341153,79.02494473619723,True,3.7,47,hdpe_pellets,HDPE Plastic Pellets,338,62.4,1.73,plastics,"HDPE Plastic Pellets surplus from textile mill operations, approximately 338kg available, grade A, located in Nagpur, Maharashtra"
C070,Reliance Limited,Textile Mill,Delhi,Delhi,28.792691428383666,77.18374235342677,True,4.6,83,used_lubricant,Used Lubricant Oil,1432,23.0,2.85,chemical,"Used Lubricant Oil surplus from automobile parts operations, approximately 1432kg available, grade B, located in Delhi, Delhi"
